ticket_id,employee_name,issue_description,status,exact_error_code,created_at,priority,resolution_notes,system
TKT-10155,[REDACTED_PERSON],HRPORTAL showing 'Account Not Found' error despite being an active employee.,Resolved,ERR-AUTH-0041,2024-01-19 19:23,P2,Updated AUTH-GATEWAY LDAP schema mapping to match new AD schema. Forced full LDAP sync.,AUTH-GATEWAY
TKT-10157,[REDACTED_PERSON],Need to whitelist external IP for partner API integration testing.,Resolved,FW-RULE-9910,2024-01-22 10:23,P4,Removed 14 orphaned firewall rules from decommissioned systems. Rule evaluation order restored.,
TKT-10150,[REDACTED_PERSON],Database query running forever on reporting dashboard. Can't generate Q4 report.,In Progress,DB-TIMEOUT-404X,2024-01-23 06:21,P3,,
TKT-10123,[REDACTED_PERSON],Need VPN access for contractor starting Monday. How do I request?,Resolved,VPN-CERT-7731,2024-01-26 15:30,P4,Re-issued VPN client certificate via MDM push. User confirmed connectivity restored.,
TKT-10105,[REDACTED_PERSON],HRPORTAL logs me out after 2 minutes. Can't complete my performance review.,In Progress,HR-SESSION-992,2024-01-28 16:41,P3,,HRPORTAL
TKT-10121,[REDACTED_PERSON],Accidentally sent confidential file to personal email. DLP alert triggered.,Escalated,FW-DROP-3341,2024-01-30 15:47,P1,,
TKT-10116,[REDACTED_PERSON],Received suspicious email claiming to be from IT Security. Possible phishing.,Escalated,FW-IDS-2209,2024-01-31 08:24,P2,,
TKT-10122,[REDACTED_PERSON],Jenkins build failing for my branch. Dependency conflict with internal npm package.,Resolved,BUILD-DEP-ERR-21,2024-02-01 17:20,P3,Updated internal npm registry mirror. Resolved deprecated package conflicts.,
TKT-10222,[REDACTED_PERSON],BUILDPIPE-CI executor nodes all showing CPU saturation above 95%.,In Progress,MONITOR-ALERT-119,2024-02-02 12:26,P2,,BUILDPIPE-CI
TKT-10183,[REDACTED_PERSON],Incremental backup failed due to redo log archive destination full.,Escalated,BACKUP-CHKSUM-77Z,2024-02-05 16:58,P2,,
TKT-10135,[REDACTED_PERSON],Can't log in to TICKETSYS to file a ticket about not being able to log in.,Resolved,ERR-AUTH-0041,2024-02-07 06:29,P3,Updated AUTH-GATEWAY LDAP schema mapping to match new AD schema. Forced full LDAP sync.,AUTH-GATEWAY
TKT-10201,[REDACTED_PERSON],Cannot complete quarterly restore drill. Backup tapes unavailable.,In Progress,BACKUP-ROTATE-33,2024-02-07 13:26,P2,,
TKT-10125,[REDACTED_PERSON],API rate limit error when testing our integration. Getting HTTP 429.,Resolved,API-RATE-4429,2024-02-11 19:11,P3,Corrected rate limit policy file. Restored premium tier consumers to 5000 req/min.,
TKT-10236,[REDACTED_PERSON],macOS Sonoma update broke OpenSSL compatibility with VPN client.,In Progress,VPN-HANDSHAKE-003,2024-02-12 16:27,P3,,
TKT-10149,[REDACTED_PERSON],Email attachment blocked by DLP filter. Need to send contract to external counsel.,Resolved,FW-DROP-3341,2024-02-17 16:27,P2,Confirmed authorized data transfer. Added temporary DLP exception for compliance export.,
TKT-10103,[REDACTED_PERSON],Getting ERR-AUTH-9092 after trying to set up MFA on my new YubiKey. Can't access any system.,Resolved,ERR-AUTH-9092,2024-02-18 07:42,P2,Re-provisioned MFA token in [REDACTED_PERSON]. User re-enrolled YubiKey successfully.,
TKT-10106,[REDACTED_PERSON],New hire - Day 1 and I have no access to any NexaCorp system. Need onboarding help.,Resolved,ERR-AUTH-0041,2024-02-20 06:25,P2,Updated AUTH-GATEWAY LDAP schema mapping to match new AD schema. Forced full LDAP sync.,AUTH-GATEWAY
TKT-10112,[REDACTED_PERSON],Need access to NEXACORE-DB reporting schema for quarterly analytics.,Resolved,ERR-AUTH-0041,2024-02-20 06:41,P4,Updated AUTH-GATEWAY LDAP schema mapping to match new AD schema. Forced full LDAP sync.,AUTH-GATEWAY
TKT-10143,[REDACTED_PERSON],VPN works but internal DNS not resolving after office network change.,Resolved,VPN-DNS-1882,2024-02-23 20:08,P3,Corrected DNS split-tunnel configuration for *.nexacorp.internal domain. Flushed DNS cache.,
TKT-10205,[REDACTED_PERSON],LDAP sync delay causing new hires to wait 4+ hours for system access.,In Progress,ERR-AUTH-0041,2024-02-24 18:27,P2,,
TKT-10167,[REDACTED_PERSON],JWT token validation failing for mobile app users. 401 errors.,In Progress,API-TIMEOUT-7720,2024-02-25 12:55,P2,,
TKT-10176,[REDACTED_PERSON],S3 delta manifest corrupted during concurrent file writes from HRPORTAL export.,In Progress,SYNC-DELTA-441C,2024-02-25 15:27,P3,,HRPORTAL
TKT-10178,[REDACTED_PERSON],Need RBAC role upgrade from READ_ONLY to READ_WRITE for project migration.,Resolved,DB-TIMEOUT-404X,2024-02-29 12:57,P4,"Optimized query plan by adding composite index on ORDERS(customer_id, created_at). Query now completes in 12 seconds.",
TKT-10144,[REDACTED_PERSON],Pipeline blocked - SonarQube quality gate failing on test coverage.,Resolved,BUILD-PIPE-ERR-88,2024-02-29 20:06,P3,Fixed SonarQube quality gate by increasing unit test coverage to 82%. Build passed.,
TKT-10208,[REDACTED_PERSON],Build dependency resolver conflict between Python 3.9 and 3.12 packages.,Resolved,BUILD-DEP-ERR-21,2024-03-03 13:08,P3,Updated internal npm registry mirror. Resolved deprecated package conflicts.,
TKT-10151,[REDACTED_PERSON],New contractor needs temporary VPN access for 30-day engagement.,Resolved,VPN-CERT-7731,2024-03-07 16:16,P4,Re-issued VPN client certificate via MDM push. User confirmed connectivity restored.,
TKT-10133,[REDACTED_PERSON],Getting certificate mismatch error on all internal sites since this morning.,Escalated,ERR-AUTH-8801,2024-03-08 16:41,P2,,
TKT-10220,[REDACTED_PERSON],Annual backup verification failed on 2 of 8 tape sets. Scheduling restore drill.,In Progress,BACKUP-CHKSUM-77Z,2024-03-11 08:14,P2,,
TKT-10204,[REDACTED_PERSON],Developer portal showing outdated API docs. External partners confused.,Resolved,API-RATE-4429,2024-03-16 16:44,P4,Corrected rate limit policy file. Restored premium tier consumers to 5000 req/min.,
TKT-10120,[REDACTED_PERSON],Team shared drive not syncing to cloud. Files uploaded 3 days ago still not visible.,In Progress,SYNC-FAIL-2201B,2024-03-20 09:18,P3,,
TKT-10162,[REDACTED_PERSON],Build pipeline stuck at integration test stage for 2 hours.,Resolved,BUILD-PIPE-ERR-88,2024-03-24 18:51,P3,Fixed SonarQube quality gate by increasing unit test coverage to 82%. Build passed.,
TKT-10233,[REDACTED_PERSON],End-of-month full backup set failed rotation to offsite vault.,In Progress,BACKUP-ROTATE-33,2024-03-25 19:29,P2,,
TKT-10195,[REDACTED_PERSON],Connection pool spike during end-of-month reporting. 200 threads queued.,Escalated,DB-CONN-POOL-99,2024-03-27 16:05,P1,,
TKT-10189,[REDACTED_PERSON],Build gate enforcing 80% coverage but our new module has no tests yet.,In Progress,BUILD-PIPE-ERR-88,2024-03-30 15:36,P3,,
TKT-10206,[REDACTED_PERSON],Database standby node fell behind during switchover test. Aborting DR drill.,In Progress,DB-TIMEOUT-404X,2024-03-31 18:44,P2,,
TKT-10175,[REDACTED_PERSON],PagerDuty not receiving alerts from MONITORX. Integration broken.,Resolved,MONITOR-ALERT-119,2024-04-01 15:16,P2,Refreshed PagerDuty API token. Alert pipeline restored. CPU spike was caused by batch job.,MONITORX
TKT-10179,[REDACTED_PERSON],LDAP group policy cascade failure after emergency offboarding.,Resolved,HR-LDAP-552,2024-04-07 10:02,P2,Fixed LDAP group misconfiguration for new employee batch. All 6 users can now access HRPORTAL.,HRPORTAL
TKT-10199,[REDACTED_PERSON],Workday down for maintenance but sync job keeps retrying and flooding tickets.,Resolved,HR-SYNC-8812,2024-04-11 08:01,P3,Added graceful backoff logic to Workday sync job. Cleared auto-generated P3 tickets from TICKETSYS.,TICKETSYS
TKT-10147,[REDACTED_PERSON],HRPORTAL benefits enrollment page not loading during open enrollment period.,Escalated,HR-SESSION-992,2024-04-14 16:40,P2,,HRPORTAL
TKT-10224,[REDACTED_PERSON],JWT signing key mismatch after certificate rotation. All tokens rejected.,Resolved,API-TIMEOUT-7720,2024-04-15 19:26,P2,Synchronized clocks between API consumer and AUTH-GATEWAY. JWT validation latency resolved.,AUTH-GATEWAY
TKT-10137,[REDACTED_PERSON],Need emergency access to production database for critical bug fix.,Escalated,DB-CONN-POOL-99,2024-04-19 14:16,P1,,
TKT-10194,[REDACTED_PERSON],Firewall rule conflict detected after maintenance window changes.,Resolved,FW-RULE-9910,2024-04-19 14:30,P3,Removed 14 orphaned firewall rules from decommissioned systems. Rule evaluation order restored.,
TKT-10170,[REDACTED_PERSON],YubiKey 5 not working with Chrome browser. Firefox works fine.,Resolved,ERR-AUTH-9092,2024-04-24 06:42,P4,Re-provisioned MFA token in [REDACTED_PERSON]. User re-enrolled YubiKey successfully.,
TKT-10198,[REDACTED_PERSON],Brute force pattern detected against login endpoint. Need investigation.,Escalated,FW-IDS-2209,2024-04-30 16:19,P1,,
TKT-10114,[REDACTED_PERSON],Getting locked out after 3 failed login attempts. MFA code timing out.,Resolved,ERR-AUTH-9092,2024-05-01 08:26,P3,Re-provisioned MFA token in [REDACTED_PERSON]. User re-enrolled YubiKey successfully.,
TKT-10200,[REDACTED_PERSON],Password rotation script failed for service accounts. Manual rotation needed.,Resolved,ERR-AUTH-0041,2024-05-05 13:39,P2,Updated AUTH-GATEWAY LDAP schema mapping to match new AD schema. Forced full LDAP sync.,AUTH-GATEWAY
TKT-10128,[REDACTED_PERSON],Email delivery delayed by 3 hours. Client complaining about response time.,Resolved,MAIL-QUEUE-8823,2024-05-06 15:38,P3,Brought NEXAMAIL relay node 2 back online. Queue drained within 45 minutes.,NEXAMAIL
TKT-10215,[REDACTED_PERSON],Orphaned firewall rules from decommissioned systems found during audit.,Resolved,FW-RULE-9910,2024-05-06 19:40,P3,Removed 14 orphaned firewall rules from decommissioned systems. Rule evaluation order restored.,
TKT-10108,[REDACTED_PERSON],Submitted expense report on HRPORTAL but it disappeared after session timeout.,Resolved,HR-SESSION-992,2024-05-07 09:12,P4,Patched HRPORTAL session manager memory leak. Increased session timeout to configured 30 minutes.,HRPORTAL
TKT-10131,[REDACTED_PERSON],Lost VPN connection during database migration. Need to reconnect urgently.,Resolved,VPN-CERT-7731,2024-05-13 09:42,P2,Re-issued VPN client certificate via MDM push. User confirmed connectivity restored.,
TKT-10166,[REDACTED_PERSON],Deadlock detected on database during end-of-month payroll processing.,Escalated,DB-LOCK-1192X,2024-05-16 08:50,P1,,
TKT-10217,[REDACTED_PERSON],Cloud manifest inconsistency during DR failover test. Rebuilding.,In Progress,SYNC-DELTA-441C,2024-05-20 13:04,P3,,
TKT-10172,[REDACTED_PERSON],Tape rotation job failed again. Third time this month.,Escalated,BACKUP-ROTATE-33,2024-05-22 11:41,P2,,
TKT-10110,[REDACTED_PERSON],Internal wiki pages not loading over VPN. DNS resolution failing for *.nexacorp.internal.,Resolved,VPN-DNS-1882,2024-05-22 13:15,P3,Corrected DNS split-tunnel configuration for *.nexacorp.internal domain. Flushed DNS cache.,
TKT-10218,[REDACTED_PERSON],Query plan regression after index rebuild. Full table scan on 400M rows.,Resolved,DB-TIMEOUT-404X,2024-05-26 09:17,P2,"Optimized query plan by adding composite index on ORDERS(customer_id, created_at). Query now completes in 12 seconds.",
TKT-10118,[REDACTED_PERSON],Can't download software from IT Downloads page. Getting 403 forbidden.,Resolved,ERR-AUTH-0041,2024-05-26 12:44,P4,Updated AUTH-GATEWAY LDAP schema mapping to match new AD schema. Forced full LDAP sync.,AUTH-GATEWAY
TKT-10187,[REDACTED_PERSON],API consumer reporting intermittent 429 errors despite premium tier.,Resolved,API-RATE-4429,2024-05-31 14:08,P3,Corrected rate limit policy file. Restored premium tier consumers to 5000 req/min.,
TKT-10185,[REDACTED_PERSON],NEXAVPN packet loss exceeding 5% on primary uplink for 30 minutes.,In Progress,MONITOR-ALERT-119,2024-06-02 14:19,P2,,NEXAVPN
TKT-10191,[REDACTED_PERSON],CLOUDSYNC-S3 hash verification failure on legal contracts directory.,Escalated,SYNC-HASH-773B,2024-06-04 10:13,P2,,CLOUDSYNC-S3
TKT-10132,[REDACTED_PERSON],HRPORTAL showing wrong manager in my profile. Can't get leave approved.,In Progress,HR-SYNC-8812,2024-06-09 09:16,P4,,HRPORTAL
TKT-10177,[REDACTED_PERSON],Multiple build pipelines stuck waiting for Jenkins agent. Agents disconnecting.,In Progress,BUILD-PIPE-ERR-88,2024-06-09 12:38,P2,,
TKT-10210,[REDACTED_PERSON],Monitoring false positive - CPU spike was scheduled batch processing.,Resolved,MONITOR-ALERT-119,2024-06-11 18:57,P4,Refreshed PagerDuty API token. Alert pipeline restored. CPU spike was caused by batch job.,
TKT-10219,[REDACTED_PERSON],Internal npm registry mirror stale. Missing packages from last 10 days.,Resolved,BUILD-DEP-ERR-21,2024-06-12 20:34,P3,Updated internal npm registry mirror. Resolved deprecated package conflicts.,
TKT-10174,[REDACTED_PERSON],Can't access developer portal. API documentation returning 404.,In Progress,API-RATE-4429,2024-06-18 06:07,P3,,
TKT-10164,[REDACTED_PERSON],Mail queue alert - outbound emails delayed by 2+ hours company-wide.,Escalated,MAIL-QUEUE-8823,2024-06-19 18:59,P2,,
TKT-10197,[REDACTED_PERSON],Session manager memory leak causing mass logout from HRPORTAL.,Escalated,HR-SESSION-992,2024-06-20 07:52,P2,,HRPORTAL
TKT-10107,[REDACTED_PERSON],VPN certificate expired. Can't work from home. Downloaded new client but still failing.,Resolved,VPN-CERT-7731,2024-06-22 18:55,P3,Re-issued VPN client certificate via MDM push. User confirmed connectivity restored.,
TKT-10138,[REDACTED_PERSON],My API key was accidentally committed to a public repo. Need rotation ASAP.,Escalated,FW-IDS-2209,2024-06-27 20:04,P1,,
TKT-10169,[REDACTED_PERSON],Need emergency firewall rule for DR failover test this weekend.,Resolved,FW-RULE-9910,2024-06-28 10:52,P3,Removed 14 orphaned firewall rules from decommissioned systems. Rule evaluation order restored.,
TKT-10227,[REDACTED_PERSON],Kernel patch crashed mail relay node. Queue depth hit 15000 messages.,Resolved,MAIL-QUEUE-8823,2024-06-29 10:48,P2,Brought NEXAMAIL relay node 2 back online. Queue drained within 45 minutes.,NEXAMAIL
TKT-10104,[REDACTED_PERSON],Email from client bounced back with SPF error. Urgent deal communication blocked.,Resolved,MAIL-RELAY-550X,2024-06-30 12:26,P3,Added new relay server IPs to DNS SPF record. Contacted blacklist providers for delisting.,
TKT-10158,[REDACTED_PERSON],Received MONITOR-DISK-88A alert for my team's dev server. Disk at 91%.,Resolved,MONITOR-DISK-88A,2024-07-02 09:43,P3,Purged old mail spool files. Implemented log rotation policy. Disk usage reduced to 62%.,
TKT-10139,[REDACTED_PERSON],HRPORTAL payslip download giving 500 error for last 3 months.,Resolved,HR-LDAP-552,2024-07-08 10:10,P3,Fixed LDAP group misconfiguration for new employee batch. All 6 users can now access HRPORTAL.,HRPORTAL
TKT-10203,[REDACTED_PERSON],Snort IDS alert for lateral movement between dev hosts. Investigating.,Escalated,FW-IDS-2209,2024-07-15 13:25,P1,,
TKT-10117,[REDACTED_PERSON],VPN connection established but extremely slow. Ping times over 500ms.,In Progress,VPN-DNS-1882,2024-07-18 10:59,P3,,
TKT-10171,[REDACTED_PERSON],Database connection pool exhausted during ETL batch job window.,In Progress,DB-CONN-POOL-99,2024-07-23 11:17,P2,,
TKT-10173,[REDACTED_PERSON],Monitoring alert threshold too sensitive. Getting false alarms every hour.,Resolved,MONITOR-ALERT-119,2024-07-23 16:53,P4,Refreshed PagerDuty API token. Alert pipeline restored. CPU spike was caused by batch job.,
TKT-10127,[REDACTED_PERSON],Can't access Grafana dashboards over VPN. Connection times out.,In Progress,VPN-DNS-1882,2024-07-25 07:56,P3,,
TKT-10190,[REDACTED_PERSON],Cross-schema join query timing out on reporting dashboard.,Resolved,DB-TIMEOUT-404X,2024-07-26 14:53,P3,"Optimized query plan by adding composite index on ORDERS(customer_id, created_at). Query now completes in 12 seconds.",
TKT-10186,[REDACTED_PERSON],HRPORTAL self-assessment form data lost after unexpected session timeout.,In Progress,HR-SESSION-992,2024-07-28 11:25,P3,,HRPORTAL
TKT-10163,[REDACTED_PERSON],Firewall blocking my connection to staging environment after rule change.,Resolved,FW-RULE-9910,2024-07-30 06:11,P3,Removed 14 orphaned firewall rules from decommissioned systems. Rule evaluation order restored.,
TKT-10228,[REDACTED_PERSON],Concurrent ETL loads exhausting connection pool on reporting replica.,In Progress,DB-CONN-POOL-99,2024-08-02 14:47,P2,,
TKT-10188,[REDACTED_PERSON],Internal DNS failing for all VPN users at Chicago branch office.,Escalated,VPN-DNS-1882,2024-08-03 16:24,P1,,
TKT-10212,[REDACTED_PERSON],VPN MDM certificate push failed for all iOS devices. 28 users affected.,In Progress,VPN-CERT-7731,2024-08-06 19:58,P2,,
TKT-10180,[REDACTED_PERSON],Bulk VPN certificate renewal missed my subnet. 12 users affected.,In Progress,VPN-CERT-7731,2024-08-11 06:33,P2,,
TKT-10152,[REDACTED_PERSON],My MFA device was lost/stolen. Need emergency access revocation and new device.,Escalated,ERR-AUTH-9092,2024-08-14 14:45,P1,,
TKT-10111,[REDACTED_PERSON],MFA prompt appears but YubiKey not recognized after firmware update.,Resolved,ERR-AUTH-9092,2024-08-14 18:55,P2,Re-provisioned MFA token in [REDACTED_PERSON]. User re-enrolled YubiKey successfully.,
TKT-10213,[REDACTED_PERSON],All OAuth2 clients failing after AUTH-GATEWAY key rotation.,Escalated,API-TIMEOUT-7720,2024-08-16 20:10,P1,,AUTH-GATEWAY
TKT-10109,[REDACTED_PERSON],Can't connect to VPN from hotel WiFi during business trip. TLS error.,In Progress,VPN-HANDSHAKE-003,2024-08-17 08:27,P3,,
TKT-10134,[REDACTED_PERSON],Backup verification email says my team's project files failed checksum.,In Progress,BACKUP-CHKSUM-77Z,2024-08-22 11:59,P3,,
